API,CalcMonthInProd,CalcGas
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,0
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42227354510000,0,1
42173330420000,1,6
42173330420000,2,1
42173330420000,3,1
42173330420000,4,1
42173330420000,5,1
42173330420000,6,1
42173330420000,7,1
42173330420000,8,1
42173330420000,9,1
42173330440000,1,1
42173330440000,2,1
42173330440000,3,1
42173330440000,4,1
42173330440000,5,1
42173330440000,6,1
42173330440000,7,1
42173330440000,8,1
42173330440000,9,1
42173330440000,10,1
42173330440000,11,1
42173330440000,12,1
42173330440000,13,1
42173330440000,14,1
42173330440000,15,1
42173330440000,16,1
42173330440000,17,1
42173330440000,18,1
42173330440000,19,1
42173330440000,20,1
42173330440000,21,1
42173330440000,22,1
42173330440000,23,1
42173330440000,24,1
42173330440000,25,1
42227353590000,1,1
42227353590000,0,1
42227353590000,2,1
42227353590000,0,1
42227353590000,3,1
42227353590000,0,1
42227353590000,4,1
42227353590000,0,1
42227353590000,5,1
42227353590000,0,1
42227353590000,6,1
42227353590000,0,1
42227353590000,7,1
42227353590000,0,1
42227353590000,8,1
42227353590000,0,1
42227353590000,9,1
42227353590000,0,1
42227353590000,10,1
42227353590000,0,1
42227353590000,11,1
42227353590000,0,1
42227353590000,12,1
42227353590000,0,1
42227353590000,13,1
42227353590000,0,1
42227353590000,14,1
42227353590000,0,1
42227353590000,15,1
42227353590000,0,1
42227353590000,16,1
42227353590000,0,1
42227353590000,17,1
42227353590000,0,1
42227353590000,18,1
42227353590000,0,1
42227353590000,19,1
42227353590000,0,1
42227353590000,20,1
42227353590000,0,1
42227353590000,21,1
42227353590000,0,1
42227353590000,22,1
42227353590000,0,1
42227353590000,23,1
42227353590000,0,1
42227353590000,24,1
42227353590000,0,1
42227353590000,25,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353590000,0,1
42227353600000,1,1
42227353600000,0,1
42227353600000,2,1
42227353600000,0,1
42227353600000,3,1
42227353600000,0,1
42227353600000,4,1
42227353600000,0,1
42227353600000,5,1
42227353600000,0,1
42227353600000,6,1
42227353600000,0,1
42227353600000,7,1
42227353600000,0,1
42227353600000,8,1
42227353600000,0,1
42227353600000,9,1
42227353600000,0,1
42227353600000,10,1
42227353600000,0,1
42227353600000,11,1
42227353600000,0,1
42227353600000,12,1
42227353600000,0,1
42227353600000,13,1
42227353600000,0,1
42227353600000,14,1
42227353600000,0,1
42227353600000,15,1
42227353600000,0,1
42227353600000,16,1
42227353600000,0,1
42227353600000,17,1
42227353600000,0,1
42227353600000,18,1
42227353600000,0,1
42227353600000,19,1
42227353600000,0,1
42227353600000,20,1
42227353600000,0,1
42227353600000,21,1
42227353600000,0,1
42227353600000,22,1
42227353600000,0,1
42227353600000,23,1
42227353600000,0,1
42227353600000,24,1
42227353600000,0,1
42227353600000,25,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227353600000,0,1
42227356470000,1,1
42227356470000,0,1
42227356470000,2,9
42227356470000,0,9
42227356470000,3,13
42227356470000,0,13
42227356470000,4,16
42227356470000,0,16
42227356470000,5,12
42227356470000,0,12
42227356470000,6,19
42227356470000,0,19
42227356470000,7,18
42227356470000,0,18
42227356470000,8,19
42227356470000,0,19
42227356470000,9,22
42227356470000,0,22
42227356470000,10,18
42227356470000,0,18
42227356470000,11,17
42227356470000,0,17
42227356470000,12,15
42227356470000,0,15
42227356470000,13,13
42227356470000,0,13
42227356470000,14,24
42227356470000,0,24
42227356470000,15,23
42227356470000,0,23
42227356470000,16,20
42227356470000,0,20
42227356470000,17,20
42227356470000,0,20
42227356470000,18,20
42227356470000,0,20
42227356470000,19,18
42227356470000,0,18
42227356470000,20,17
42227356470000,0,17
42227356470000,21,6
42227356470000,0,6
42227356470000,22,7
42227356470000,0,7
42227356470000,23,9
42227356470000,0,9
42227356470000,24,9
42227356470000,0,9
42227356470000,25,8
42227356470000,0,8
42227356470000,0,8
42227356470000,0,8
42227356470000,0,7
42227356470000,0,7
42227356470000,0,5
42227356470000,0,5
42227356470000,0,4
42227356470000,0,4
42227356470000,0,5
42227356470000,0,4
42227356470000,0,5
42227356470000,0,4
42227356470000,0,4
42227356470000,0,5
42227356470000,0,5
42227356470000,0,6
42227356470000,0,5
42227356470000,0,5
42227356470000,0,5
42227356470000,0,4
42227356470000,0,3
42227356470000,0,5
42227356470000,0,5
42227356470000,0,6
42227356470000,0,6
42227356470000,0,6
42227356470000,0,6
42227356470000,0,6
42227356470000,0,4
42227356470000,0,5
42227356470000,0,5
42227356470000,0,5
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,4
42227356470000,0,4
42227356470000,0,4
42227356470000,0,4
42227356470000,0,4
42227356470000,0,4
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,4
42227356470000,0,4
42227356470000,0,5
42227356470000,0,8
42227356470000,0,7
42227356470000,0,6
42227356470000,0,6
42227356470000,0,5
42227356470000,0,5
42227356470000,0,4
42227356470000,0,3
42227356470000,0,4
42227356470000,0,4
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,1
42227356470000,0,1
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,0
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,3
42227356470000,0,3
42227356470000,0,4
42227356470000,0,3
42227356470000,0,4
42227356470000,0,4
42227356470000,0,5
42227356470000,0,5
42227356470000,0,5
42227356470000,0,3
42227356470000,0,2
42227356470000,0,2
42227356470000,0,3
42227356470000,0,2
42227356470000,0,2
42227356470000,0,2
42227356470000,0,3
42227356470000,0,3
42227356470000,0,3
42227356470000,0,2
42227356470000,0,3
42227356470000,0,2
42227356470000,0,2
42227356460000,1,1
42227356460000,0,1
42227356460000,2,3
42227356460000,0,3
42227356460000,3,4
42227356460000,0,4
42227356460000,4,6
42227356460000,0,6
42227356460000,5,5
42227356460000,0,5
42227356460000,6,8
42227356460000,0,8
42227356460000,7,8
42227356460000,0,8
42227356460000,8,9
42227356460000,0,9
42227356460000,9,11
42227356460000,0,11
42227356460000,10,10
42227356460000,0,10
42227356460000,11,10
42227356460000,0,10
42227356460000,12,10
42227356460000,0,10
42227356460000,13,9
42227356460000,0,9
42227356460000,14,18
42227356460000,0,18
42227356460000,15,19
42227356460000,0,19
42227356460000,16,19
42227356460000,0,19
42227356460000,17,19
42227356460000,0,19
42227356460000,18,22
42227356460000,0,22
42227356460000,19,21
42227356460000,0,21
42227356460000,20,23
42227356460000,0,23
42227356460000,21,9
42227356460000,0,9
42227356460000,22,11
42227356460000,0,11
42227356460000,23,15
42227356460000,0,15
42227356460000,24,14
42227356460000,0,14
42227356460000,25,13
42227356460000,0,13
42227356460000,0,13
42227356460000,0,14
42227356460000,0,13
42227356460000,0,13
42227356460000,0,11
42227356460000,0,10
42227356460000,0,9
42227356460000,0,9
42227356460000,0,9
42227356460000,0,8
42227356460000,0,8
42227356460000,0,7
42227356460000,0,7
42227356460000,0,7
42227356460000,0,8
42227356460000,0,8
42227356460000,0,7
42227356460000,0,6
42227356460000,0,6
42227356460000,0,5
42227356460000,0,4
42227356460000,0,5
42227356460000,0,5
42227356460000,0,6
42227356460000,0,6
42227356460000,0,6
42227356460000,0,5
42227356460000,0,5
42227356460000,0,3
42227356460000,0,4
42227356460000,0,4
42227356460000,0,3
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,2
42227356460000,0,3
42227356460000,0,5
42227356460000,0,5
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,3
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,4
42227356460000,0,5
42227356460000,0,2
42227356460000,0,3
42227356460000,0,4
42227356460000,0,4
42227356460000,0,3
42227356460000,0,3
42227356460000,0,3
42227356460000,0,2
42227356460000,0,2
42227356460000,0,1
42227356460000,0,0
42227356460000,0,1
42227356460000,0,1
42227356460000,0,1
42227356460000,0,1
42227356460000,0,1
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,0
42227356460000,0,1
42227356460000,0,0
42227356460000,0,0
42227356460000,0,1
42227356460000,0,2
42227356460000,0,2
42227356460000,0,3
42227356460000,0,3
42227356460000,0,4
42227356460000,0,3
42227356460000,0,3
42227356520000,1,1
42227356520000,0,1
42227356520000,2,2
42227356520000,0,2
42227356520000,3,3
42227356520000,0,3
42227356520000,4,4
42227356520000,0,4
42227356520000,5,4
42227356520000,0,4
42227356520000,6,6
42227356520000,0,6
42227356520000,7,6
42227356520000,0,6
42227356520000,8,7
42227356520000,0,7
42227356520000,9,9
42227356520000,0,9
42227356520000,10,8
42227356520000,0,8
42227356520000,11,9
42227356520000,0,9
42227356520000,12,8
42227356520000,0,8
42227356520000,13,8
42227356520000,0,8
42227356520000,14,16
42227356520000,0,16
42227356520000,15,17
42227356520000,0,17
42227356520000,16,17
42227356520000,0,17
42227356520000,17,18
42227356520000,0,18
42227356520000,18,20
42227356520000,0,20
42227356520000,19,20
42227356520000,0,20
42227356520000,20,22
42227356520000,0,22
42227356520000,21,9
42227356520000,0,9
42227356520000,22,12
42227356520000,0,12
42227356520000,23,17
42227356520000,0,17
42227356520000,24,18
42227356520000,0,18
42227356520000,25,18
42227356520000,0,18
42227356520000,0,19
42227356520000,0,21
42227356520000,0,21
42227356520000,0,22
42227356520000,0,21
42227356520000,0,20
42227356520000,0,17
42227356520000,0,16
42227356520000,0,16
42227356520000,0,14
42227356520000,0,13
42227356520000,0,12
42227356520000,0,11
42227356520000,0,11
42227356520000,0,11
42227356520000,0,10
42227356520000,0,9
42227356520000,0,8
42227356520000,0,7
42227356520000,0,6
42227356520000,0,4
42227356520000,0,6
42227356520000,0,5
42227356520000,0,6
42227356520000,0,5
42227356520000,0,5
42227356520000,0,4
42227356520000,0,4
42227356520000,0,2
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,2
42227356520000,0,2
42227356520000,0,2
42227356520000,0,2
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,3
42227356520000,0,4
42227356520000,0,4
42227356520000,0,7
42227356520000,0,11
42227356520000,0,11
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,9
42227356520000,0,9
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,10
42227356520000,0,5
42227356520000,0,5
42227356520000,0,8
42227356520000,0,8
42227356520000,0,8
42227356520000,0,9
42227356520000,0,9
42227356520000,0,9
42227356520000,0,8
42227356520000,0,8
42227356520000,0,3
42227356520000,0,11
42227356520000,0,12
42227356520000,0,12
42227356520000,0,12
42227356520000,0,11
42227356520000,0,10
42227356520000,0,8
42227356520000,0,8
42227356520000,0,5
42227356520000,0,7
42227356520000,0,5
42227356520000,0,4
42227356520000,0,3
42227356520000,0,2
42227356520000,0,0
42227356520000,0,1
42227356520000,0,0
42227356520000,0,1
42227356520000,0,2
42227356520000,0,3
42227356520000,0,3
42227356520000,0,6
42227356520000,0,6
42227356520000,0,8
42227356520000,0,7
42227356520000,0,8
42227356520000,0,7
42227356520000,0,7
42227356510000,1,1
42227356510000,0,1
42227356510000,2,8
42227356510000,0,8
42227356510000,3,13
42227356510000,0,13
42227356510000,4,15
42227356510000,0,15
42227356510000,5,12
42227356510000,0,12
42227356510000,6,19
42227356510000,0,19
42227356510000,7,18
42227356510000,0,18
42227356510000,8,19
42227356510000,0,19
42227356510000,9,22
42227356510000,0,22
42227356510000,10,18
42227356510000,0,18
42227356510000,11,17
42227356510000,0,17
42227356510000,12,15
42227356510000,0,15
42227356510000,13,13
42227356510000,0,13
42227356510000,14,23
42227356510000,0,23
42227356510000,15,21
42227356510000,0,21
42227356510000,16,18
42227356510000,0,18
42227356510000,17,17
42227356510000,0,17
42227356510000,18,16
42227356510000,0,16
42227356510000,19,13
42227356510000,0,13
42227356510000,20,11
42227356510000,0,11
42227356510000,21,3
42227356510000,0,3
42227356510000,22,4
42227356510000,0,4
42227356510000,23,7
42227356510000,0,7
42227356510000,24,7
42227356510000,0,7
42227356510000,25,7
42227356510000,0,7
42227356510000,0,7
42227356510000,0,8
42227356510000,0,7
42227356510000,0,7
42227356510000,0,5
42227356510000,0,4
42227356510000,0,4
42227356510000,0,3
42227356510000,0,3
42227356510000,0,3
42227356510000,0,3
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,1
42227356510000,0,2
42227356510000,0,2
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,0
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,3
42227356510000,0,3
42227356510000,0,2
42227356510000,0,2
42227356510000,0,3
42227356510000,0,4
42227356510000,0,3
42227356510000,0,3
42227356510000,0,3
42227356510000,0,3
42227356510000,0,2
42227356510000,0,2
42227356510000,0,0
42227356510000,0,3
42227356510000,0,3
42227356510000,0,3
42227356510000,0,2
42227356510000,0,2
42227356510000,0,2
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,1
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42227356510000,0,0
42335340820000,1,1
42335340820000,2,0
42335340820000,3,0
42335340820000,4,0
42335340820000,5,1
42335340820000,6,1
42335340820000,7,1
42335340820000,8,1
42335340820000,9,1
42335340820000,10,1
42335340820000,11,1
42335340820000,12,1
42335340820000,13,1
42335340820000,14,1
42335340820000,15,1
42335340820000,16,2
42335340820000,17,1
42335340820000,18,1
42335340820000,19,1
42335340820000,20,1
42335340820000,21,2
42335340820000,22,1
42335340820000,23,2
42335340820000,24,2
42335340820000,25,2
42335340830000,1,1
42335340830000,2,0
42335340830000,3,0
42335340830000,4,0
42335340830000,5,1
42335340830000,6,1
42335340830000,7,1
42335340830000,8,1
42335340830000,9,1
42335340830000,10,1
42335340830000,11,1
42335340830000,12,1
42335340830000,13,1
42335340830000,14,0
42335340830000,15,0
42335340830000,16,0
42335340830000,17,0
42335340830000,18,0
42335340830000,19,0
42335340830000,20,0
42335340830000,21,1
42335340830000,22,0
42335340830000,23,0
42335340830000,24,0
42335340830000,25,0
33053025330000,1,1
33053025330000,2,144
33053025330000,3,61
33053025330000,4,48
33053025330000,5,89
33053025330000,6,80
33053025330000,7,105
33053025330000,8,106
33053025330000,9,51
33053025330000,10,67
33053025330000,11,69
33053025330000,12,60
33053025330000,13,50
33053025330000,14,64
33053025330000,15,167
33053025330000,16,148
33053025330000,17,143
33053025330000,18,138
33053025330000,19,158
33053025330000,20,152
33053025330000,21,159
33053025330000,22,136
33053025330000,23,167
33053025330000,24,164
33053025330000,25,155
33007014080000,1,54
33007014080000,2,59
33007014080000,3,58
33007014080000,4,57
33007014080000,5,56
33007014080000,6,61
33007014080000,7,58
33007014080000,8,61
33007014080000,9,64
33007014080000,10,63
33007014080000,11,63
33007014080000,12,67
33007014080000,13,69
33007014080000,14,61
33007014080000,15,58
33007014080000,16,57
33007014080000,17,54
33007014080000,18,54
33007014080000,19,60
33007014080000,20,60
33007014080000,21,61
33007014080000,22,58
33007014080000,23,57
33007014080000,24,57
33007014080000,25,58
33011008670000,1,25
33011008670000,2,25
33011008670000,3,36
33011008670000,4,31
33011008670000,5,32
33011008670000,6,37
33011008670000,7,34
33011008670000,8,33
33011008670000,9,38
33011008670000,10,44
33011008670000,11,44
33011008670000,12,52
33011008670000,13,49
33011008670000,14,58
33011008670000,15,65
33011008670000,16,65
33011008670000,17,19
33011008670000,18,18
33011008670000,19,56
33011008670000,20,52
33011008670000,21,47
33011008670000,22,39
33011008670000,23,55
33011008670000,24,39
33011008670000,25,36
33105009880002,1,1
33105009880002,2,1
33105009880002,3,1
33105009880002,4,1
33105009880002,5,1
33105009880002,6,1
33105009880002,7,1
33105009880002,8,1
33105009880002,9,1
33105009880002,10,1
33105009880002,11,1
33105009880002,12,1
33105009880002,13,1
33105009880002,14,1
33105009880002,15,1
33105009880002,16,1
33105009880002,17,1
33105009880002,18,1
33105009880002,19,1
33105009880002,20,1
33105009880002,21,1
33105009880002,22,1
33105009880002,23,1
33105009880002,24,1
33105009880002,25,1
33013013060000,1,173
33013013060000,2,155
33013013060000,3,126
33013013060000,4,92
33013013060000,5,75
33013013060000,6,65
33013013060000,7,56
33013013060000,8,50
33013013060000,9,47
33013013060000,10,41
33013013060000,11,38
33013013060000,12,36
33013013060000,13,33
33013013060000,14,32
33013013060000,15,31
33013013060000,16,29
33013013060000,17,28
33013013060000,18,27
33013013060000,19,26
33013013060000,20,24
33013013060000,21,24
33013013060000,22,23
33013013060000,23,22
33013013060000,24,25
33013013060000,25,27
33105014780000,1,88
33105014780000,2,44
33105014780000,3,90
33105014780000,4,63
33105014780000,5,67
33105014780000,6,48
33105014780000,7,44
33105014780000,8,66
33105014780000,9,35
33105014780000,10,34
33105014780000,11,31
33105014780000,12,38
33105014780000,13,62
33105014780000,14,55
33105014780000,15,31
33105014780000,16,40
33105014780000,17,47
33105014780000,18,36
33105014780000,19,41
33105014780000,20,29
33105014780000,21,46
33105014780000,22,52
33105014780000,23,61
33105014780000,24,42
33105014780000,25,47
33023004490000,1,28
33023004490000,2,22
33023004490000,3,18
33023004490000,4,20
33023004490000,5,20
33023004490000,6,22
33023004490000,7,20
33023004490000,8,19
33023004490000,9,19
33023004490000,10,19
33023004490000,11,20
33023004490000,12,22
33023004490000,13,18
33023004490000,14,17
33023004490000,15,24
33023004490000,16,25
33023004490000,17,24
33023004490000,18,23
33023004490000,19,22
33023004490000,20,24
33023004490000,21,23
33023004490000,22,24
33023004490000,23,22
33023004490000,24,21
33023004490000,25,23
42335340840000,1,1
42335340840000,2,0
42335340840000,3,0
42335340840000,4,0
42335340840000,5,0
42335340840000,6,0
42335340840000,7,1
42335340840000,8,1
42335340840000,9,1
42335340840000,10,1
42335340840000,11,1
42335340840000,12,1
42335340840000,13,1
42335340840000,14,1
42335340840000,15,1
42335340840000,16,1
42335340840000,17,1
42335340840000,18,1
42335340840000,19,1
42335340840000,20,1
42335340840000,21,2
42335340840000,22,1
42335340840000,23,1
42335340840000,24,1
42335340840000,25,1
42335340850000,1,0
42335340850000,2,0
42335340850000,3,0
42335340850000,4,0
42335340850000,5,0
42335340850000,6,0
42335340850000,7,0
42335340850000,8,0
42335340850000,9,1
42335340850000,10,1
42335340850000,11,0
42335340850000,12,1
42335340850000,13,0
42335340850000,14,1
42335340850000,15,1
42335340850000,16,0
42335340850000,17,1
42335340850000,18,0
42335340850000,19,0
42335340850000,20,0
42335340850000,21,0
42335340850000,22,0
42335340850000,23,0
42335340850000,24,0
42335340850000,25,0
42335340800000,1,1
42335340800000,2,0
42335340800000,3,0
42335340800000,4,0
42335340800000,5,0
42335340800000,6,0
42335340800000,7,0
42335340800000,8,0
